"plot_id","estate_id","plot_code","rr_no","street_no","main_structure_name","mcgm_allotted_no","mcgm_ward_name","location","city_survey_no","city_survey_div","area","plot_desc","update_by","update_timestamp","status","verified_return_by","is_verified","is_active","remarks","approve_reject_on","approve_reject_by","verified_return_on","div_id","unit_id","row_update_by","mcgm_plot_no","existing_plot_no","no_of_splits","owner","owner_name","owner_contactno","dept_name","zone_id","zone_detail_id","admin_id","schedule_east","schedule_west","schedule_north","schedule_south","pincode","ward_id","customer_code","mbpt_road_connectivity","from_date","to_date","created_by_merge","created_by_split","prev_plot_id","result_statement","rr_noplot","reservation","plot_split_no","plot_action_forwardedto","plot_action_forward_rmk","plot_action_apr_rmk","plot_action_aprovedby","plot_action_type","is_vacant","rrzone2017"
8398,10,"104010222",E SHED(BAY 53 TO 70),,"",,F/S,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),"311/145",PAREL-SEWERI,2659.76,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,56,4,,,,0,true,,,,,,97,RAILWAY SIDING,RAILWAY SIDING,MbPT ROAD,MbPT ROAD,400015,7,"10401151",true,,,false,false,3589,,,,,,,,,,true,
8399,18,"208020016",EKTA NAGAR, , , ,E WARD , ,"1 (Part)",MAZGAON,13379.70,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,57,8,nihar, , ,0,true, , , ,,,97, , , , ,,,"20802118",false,,,false,false,8399,,,,,,,,,,false,
8400,5,"","MbPA Workshop Plot, old COS Building and Intervenial Land",,"",,"","","","",58887.04,,CDAC,2026-03-03 16:20:30.300,A,,true,false,,,,,56,1,,,,0,true,,,,,,97,"","","","",,,"30901472",false,,,false,false,8400,,,,,,,,,,false,
8401,5,"","Plot No.159,159A,114,115,116,117,118,119,120,121A,121B & 122",,"",,"","","","",12804.06,,CDAC,2026-03-03 16:20:30.300,A,,true,false,,,,,56,1,,,,0,true,,,,,,97,"","","","",,,"30901474",false,,,false,false,8401,,,,,,,,,,false,
8308,11,"0205010073",R R 8000,Test,gehrgeur,"123",,Mumbai,"","",8000.00,Test,mbpt_do,2022-12-09 16:11:33.720,A,mbpt_no,true,false,to ,2022-12-09 16:13:07.073,mbpt_hod,2022-12-09 16:12:24.569,57,5,mbpt_hod,,"",0,true,"","",,,,9,C,D,A,B,400050,4,,true,2015-01-01,9999-01-28,false,false,8308,,R.R No,No,,,,,,,false,
8310,12,"0205020005",R R ABCD,Mumbai,ABCD,"01",,Mumbai,"24654",Colaba,6000.00,Test,mbpt_do,2022-12-11 09:24:58.357,A,mbpt_no,true,false,Test,2022-12-11 16:44:34.765,mbpt_hod,2022-12-11 16:44:34.765,57,5,mbpt_do,,"",0,true,"","",,,,8,C,D,A,B,400005,6,,false,2015-01-01,9999-01-28,false,false,8310,,R.R No,No,,,,,,,false,
8314,12,"0205020009","",Titwala,Titwala land,"",,Titwala,"","",78000.00,Titwala land testing,mbpt_do,2022-12-30 12:31:56.536,RT,mbpt_no,false,false,Testing,,,2022-12-30 12:43:16.438,57,5,mbpt_no,,"28",0,true,"","",,,,8,C,D,A,B,421605,10,,false,1982-02-12,9999-01-28,false,false,8314,,Plot,Yes,,,,,,,false,
8316,1,"0101010061",RR 511,Barkat Ali Marg,St1,"4130152231",,antop,MUMBAI,"",1350.00,plot create,mbpt_do,2023-01-06 18:07:21.917,A,mbpt_no,true,false,plot create,2023-01-06 18:14:40.042,mbpt_hod,2023-01-06 18:09:51.892,56,1,mbpt_hod,,"",0,true,"","",,,,9,garden,plot 25,plot,road,400037,7,,true,2020-03-05,9999-01-28,false,false,8316,,R.R No,No,,,,,,,false,
8317,4,"0101040007",ABCD123,"",Testing Building,"",,Mumbai,"47/1",PRINCESS DOCK,1500.00,"",mbpt_do,2023-02-01 11:54:56.338,RG,,false,false,Testing,,,,56,1,mbpt_do,,"",0,true,"","",,,,8,C,D,A,B,444001,1,,true,2000-01-01,9999-01-28,false,false,8317,,R.R No,No,,,,,,,false,
5446,47,"413130004",R.R.1808,,,,F/S,SEWREE BUNDER,"358/145",PAREL-SEWERI,2647.37,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,59,13,,,,0,true,,,"4",,,97,,,,,400010,7,"41313105",false,,,false,false,5446,,,,,,,,,,false,
8391,5,"",WHARF LAND,,"",,"","","","",471.48,,CDAC,2020-03-03 16:20:30.300,A,,true,false,,,,,56,1,,,,0,true,,,,,,97,"","","","",,,"10105123",false,,,false,false,8391,,,,,,,,,,false,
3105,5,"101050005","15",,PRIVATE STRUCTURE,,F/S,SEWREE (EAST),"145",PAREL-SEWERI,61.78,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,56,1,,,,0,true,,,,,,97,RAILWAY SIDING,MbPT ROAD,MbPT LAND,PLOT : 14,400015,7,"10105101",false,,,false,false,3105,,,,,,,,,,false,
3142,5,"101050038",R R 1973,,PRIVATE STRUCTURE,,F/S,SEWREE (EAST),"145",PAREL-SEWERI,1226.23,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,56,1,,,,0,true,,,,,,97,SEWRI FORT ROAD,MbPT LAND,MbPT ROAD,MbPT LAND,400015,7,"10105112",true,,,false,false,3142,,,,,,,,,,false,
8323,4,"0101040008",M12,Test Ctton street,Test11,"5248",,Sewree11,"1",PAREL SEWRIMAZGAONPRINCESS DOCK,8090.00,PLOT CREATED by do,mbpt_do,2023-02-21 17:25:46.642,A,mbpt_no,true,false,to plot,2023-02-21 17:27:56.580,mbpt_hod,2023-02-21 17:26:59.188,56,1,mbpt_hod,,"",0,true,"","",,,,9,C,D,A,B,110003,1,,false,2000-02-01,9999-01-28,false,false,8323,,R.R No,Yes,,,,,,,false,
8324,1,"0101010062",Q1,ashoka road,building,"100",,nashik,"101",PRINCESS DOCK,3000.00,okk,mbpt_no,2023-03-02 14:01:20.502,A,,true,false,okayy,2023-03-02 14:03:23.582,mbpt_hod,,56,1,mbpt_hod,,Q1,0,true,"","",,,,9,"200","500","100","300",110006,1,,false,2023-02-28,9999-01-28,false,false,8324,,Plot,Yes,,,,,,,false,
